date,county,state,cases,deaths
2020-11-17,Dubois,Indiana,2105,30
2020-11-17,Elkhart,Indiana,14974,203
2020-11-17,Fayette,Indiana,1418,29
2020-11-17,Floyd,Indiana,2722,80
2020-11-17,Fountain,Indiana,639,7
2020-11-17,Franklin,Indiana,571,26
2020-11-17,Fulton,Indiana,708,16
2020-11-17,Gibson,Indiana,1515,19
2020-11-17,Grant,Indiana,2575,49
2020-11-17,Greene,Indiana,896,54
2020-11-17,Hamilton,Indiana,10683,164
2020-11-17,Hancock,Indiana,2119,51
2020-11-17,Harrison,Indiana,1205,26
2020-11-17,Hendricks,Indiana,5008,170
2020-11-17,Henry,Indiana,2117,35
2020-11-17,Howard,Indiana,2543,76
2020-11-17,Huntington,Indiana,932,7
2020-11-17,Jackson,Indiana,1784,32
2020-11-17,Jasper,Indiana,1198,9
2020-11-17,Jay,Indiana,782,11
2020-11-17,Jefferson,Indiana,845,13
2020-11-17,Jennings,Indiana,689,15
2020-11-17,Johnson,Indiana,5287,169
2020-11-17,Knox,Indiana,1506,13
2020-11-17,Kosciusko,Indiana,3681,40
2020-11-17,LaGrange,Indiana,1249,25
2020-11-17,LaPorte,Indiana,3904,83
2020-11-17,Lake,Indiana,23649,442
2020-11-17,Lawrence,Indiana,1549,45
2020-11-17,Madison,Indiana,4092,125
2020-11-17,Marion,Indiana,37048,880
2020-11-17,Marshall,Indiana,2558,38
2020-11-17,Martin,Indiana,294,2
2020-11-17,Miami,Indiana,1235,10
2020-11-17,Monroe,Indiana,4598,46
2020-11-17,Montgomery,Indiana,1146,25
2020-11-17,Morgan,Indiana,1761,46
2020-11-17,Newton,Indiana,477,13
2020-11-17,Noble,Indiana,2134,46
2020-11-17,Ohio,Indiana,201,7
2020-11-17,Orange,Indiana,594,30
2020-11-17,Owen,Indiana,481,5
2020-11-17,Parke,Indiana,439,6
2020-11-17,Perry,Indiana,762,21
2020-11-17,Pike,Indiana,464,18
2020-11-17,Porter,Indiana,6858,70
2020-11-17,Posey,Indiana,1076,13
2020-11-17,Pulaski,Indiana,329,10
2020-11-17,Putnam,Indiana,1044,24
2020-11-17,Randolph,Indiana,1032,13
2020-11-17,Ripley,Indiana,1019,13
2020-11-17,Rush,Indiana,498,6
2020-11-17,Scott,Indiana,807,19
2020-11-17,Shelby,Indiana,2103,58
2020-11-17,Spencer,Indiana,709,7
2020-11-17,St. Joseph,Indiana,14725,209
2020-11-17,Starke,Indiana,790,18
2020-11-17,Steuben,Indiana,1189,13
2020-11-17,Sullivan,Indiana,711,15
2020-11-17,Switzerland,Indiana,219,1
2020-11-17,Tippecanoe,Indiana,6984,24
2020-11-17,Tipton,Indiana,462,28
2020-11-17,Union,Indiana,260,1
2020-11-17,Vanderburgh,Indiana,8527,108
2020-11-17,Vermillion,Indiana,471,2
2020-11-17,Vigo,Indiana,5000,70
2020-11-17,Wabash,Indiana,1188,17
2020-11-17,Warren,Indiana,187,3
2020-11-17,Warrick,Indiana,2866,73
2020-11-17,Washington,Indiana,590,5
2020-11-17,Wayne,Indiana,2893,52
2020-11-17,Wells,Indiana,984,22
2020-11-17,White,Indiana,1030,19
2020-11-17,Whitley,Indiana,1062,8
2020-11-17,Adair,Iowa,359,5
2020-11-17,Adams,Iowa,140,1
2020-11-17,Allamakee,Iowa,640,9
2020-11-17,Appanoose,Iowa,647,4
2020-11-17,Audubon,Iowa,269,1
2020-11-17,Benton,Iowa,1420,12
2020-11-17,Black Hawk,Iowa,9414,122
2020-11-17,Boone,Iowa,1133,10
2020-11-17,Bremer,Iowa,1576,12
2020-11-17,Buchanan,Iowa,964,7
2020-11-17,Buena Vista,Iowa,2763,13
2020-11-17,Butler,Iowa,800,3
2020-11-17,Calhoun,Iowa,913,6
2020-11-17,Carroll,Iowa,1773,14
2020-11-17,Cass,Iowa,665,17
2020-11-17,Cedar,Iowa,889,13
2020-11-17,Cerro Gordo,Iowa,2827,35
2020-11-17,Cherokee,Iowa,671,4
2020-11-17,Chickasaw,Iowa,655,2
2020-11-17,Clarke,Iowa,437,4
2020-11-17,Clay,Iowa,933,4
2020-11-17,Clayton,Iowa,888,4
2020-11-17,Clinton,Iowa,2718,36
2020-11-17,Crawford,Iowa,1626,15
2020-11-17,Dallas,Iowa,5485,54
2020-11-17,Davis,Iowa,375,4
2020-11-17,Decatur,Iowa,272,0
2020-11-17,Delaware,Iowa,1241,20
2020-11-17,Des Moines,Iowa,2391,15
2020-11-17,Dickinson,Iowa,1124,9
2020-11-17,Dubuque,Iowa,8068,86
2020-11-17,Emmet,Iowa,638,23
2020-11-17,Fayette,Iowa,857,8
2020-11-17,Floyd,Iowa,799,12
2020-11-17,Franklin,Iowa,596,19
2020-11-17,Fremont,Iowa,313,2
2020-11-17,Greene,Iowa,428,0
2020-11-17,Grundy,Iowa,692,7
2020-11-17,Guthrie,Iowa,638,15
2020-11-17,Hamilton,Iowa,842,6
2020-11-17,Hancock,Iowa,701,6
2020-11-17,Hardin,Iowa,934,10
2020-11-17,Harrison,Iowa,936,26
2020-11-17,Henry,Iowa,1571,7
2020-11-17,Howard,Iowa,424,9
2020-11-17,Humboldt,Iowa,597,4
2020-11-17,Ida,Iowa,404,7
2020-11-17,Iowa,Iowa,784,11
2020-11-17,Jackson,Iowa,1244,7
2020-11-17,Jasper,Iowa,1876,36
2020-11-17,Jefferson,Iowa,527,1
2020-11-17,Johnson,Iowa,8433,35
2020-11-17,Jones,Iowa,1997,8
2020-11-17,Keokuk,Iowa,449,3
2020-11-17,Kossuth,Iowa,803,3
2020-11-17,Lee,Iowa,1696,14
2020-11-17,Linn,Iowa,12158,150
2020-11-17,Louisa,Iowa,734,16
2020-11-17,Lucas,Iowa,288,6
2020-11-17,Lyon,Iowa,859,8
2020-11-17,Madison,Iowa,584,4
2020-11-17,Mahaska,Iowa,1106,26
2020-11-17,Marion,Iowa,1714,17
2020-11-17,Marshall,Iowa,3077,39
2020-11-17,Mills,Iowa,863,5
2020-11-17,Mitchell,Iowa,622,4
2020-11-17,Monona,Iowa,348,2
2020-11-17,Monroe,Iowa,384,12
2020-11-17,Montgomery,Iowa,369,10
2020-11-17,Muscatine,Iowa,2409,62
2020-11-17,O'Brien,Iowa,1116,26
2020-11-17,Osceola,Iowa,449,0
2020-11-17,Page,Iowa,1014,3
2020-11-17,Palo Alto,Iowa,520,3
2020-11-17,Plymouth,Iowa,2414,34
2020-11-17,Pocahontas,Iowa,475,2
2020-11-17,Polk,Iowa,28712,310
2020-11-17,Pottawattamie,Iowa,5080,58
2020-11-17,Poweshiek,Iowa,839,12
2020-11-17,Ringgold,Iowa,152,2
2020-11-17,Sac,Iowa,695,7
2020-11-17,Scott,Iowa,8964,64
2020-11-17,Shelby,Iowa,660,3
2020-11-17,Sioux,Iowa,3289,22
2020-11-17,Story,Iowa,5734,19
2020-11-17,Tama,Iowa,1366,39
2020-11-17,Taylor,Iowa,384,2
2020-11-17,Union,Iowa,578,6
2020-11-17,Unknown,Iowa,468,0
2020-11-17,Van Buren,Iowa,299,4
2020-11-17,Wapello,Iowa,2212,70
2020-11-17,Warren,Iowa,2278,9
2020-11-17,Washington,Iowa,1148,12
2020-11-17,Wayne,Iowa,265,6
2020-11-17,Webster,Iowa,3054,27
2020-11-17,Winnebago,Iowa,784,22
2020-11-17,Winneshiek,Iowa,785,9
2020-11-17,Woodbury,Iowa,9360,109
2020-11-17,Worth,Iowa,283,0
2020-11-17,Wright,Iowa,1049,3
2020-11-17,Allen,Kansas,256,1
2020-11-17,Anderson,Kansas,323,0
2020-11-17,Atchison,Kansas,712,9
2020-11-17,Barber,Kansas,158,0
2020-11-17,Barton,Kansas,1303,13
2020-11-17,Bourbon,Kansas,395,3
2020-11-17,Brown,Kansas,506,6
2020-11-17,Butler,Kansas,2535,6
2020-11-17,Chase,Kansas,154,3
2020-11-17,Chautauqua,Kansas,45,0
2020-11-17,Cherokee,Kansas,962,9
2020-11-17,Cheyenne,Kansas,183,8
2020-11-17,Clark,Kansas,91,4
2020-11-17,Clay,Kansas,311,8
2020-11-17,Cloud,Kansas,439,2
2020-11-17,Coffey,Kansas,251,9
2020-11-17,Comanche,Kansas,35,0
2020-11-17,Cowley,Kansas,1104,9
2020-11-17,Crawford,Kansas,1944,14
2020-11-17,Decatur,Kansas,188,1
2020-11-17,Dickinson,Kansas,596,5
2020-11-17,Doniphan,Kansas,345,2
2020-11-17,Douglas,Kansas,3979,20
2020-11-17,Edwards,Kansas,129,0
2020-11-17,Elk,Kansas,33,0
2020-11-17,Ellis,Kansas,1908,20
2020-11-17,Ellsworth,Kansas,502,3
2020-11-17,Finney,Kansas,4162,23
2020-11-17,Ford,Kansas,4225,10
2020-11-17,Franklin,Kansas,887,13
2020-11-17,Geary,Kansas,726,5
2020-11-17,Gove,Kansas,251,19
2020-11-17,Graham,Kansas,118,2
2020-11-17,Grant,Kansas,622,10
2020-11-17,Gray,Kansas,313,4
2020-11-17,Greeley,Kansas,69,0
2020-11-17,Greenwood,Kansas,161,0
2020-11-17,Hamilton,Kansas,101,0
2020-11-17,Harper,Kansas,253,4
2020-11-17,Harvey,Kansas,1373,9
2020-11-17,Haskell,Kansas,223,1
2020-11-17,Hodgeman,Kansas,112,0
2020-11-17,Jackson,Kansas,515,4
2020-11-17,Jefferson,Kansas,550,6
2020-11-17,Jewell,Kansas,44,1
2020-11-17,Johnson,Kansas,21981,253
2020-11-17,Kearny,Kansas,259,8
2020-11-17,Kingman,Kansas,254,3
2020-11-17,Kiowa,Kansas,89,0
2020-11-17,Labette,Kansas,672,6
2020-11-17,Lane,Kansas,65,2
2020-11-17,Leavenworth,Kansas,3208,26
2020-11-17,Lincoln,Kansas,39,1
2020-11-17,Linn,Kansas,217,1
2020-11-17,Logan,Kansas,193,0
2020-11-17,Lyon,Kansas,1977,41
2020-11-17,Marion,Kansas,373,1
2020-11-17,Marshall,Kansas,364,2
2020-11-17,McPherson,Kansas,1063,8
2020-11-17,Meade,Kansas,229,2
2020-11-17,Miami,Kansas,786,2
2020-11-17,Mitchell,Kansas,108,0
2020-11-17,Montgomery,Kansas,879,6
2020-11-17,Morris,Kansas,140,1
2020-11-17,Morton,Kansas,105,3
2020-11-17,Nemaha,Kansas,767,5
2020-11-17,Neosho,Kansas,521,0
2020-11-17,Ness,Kansas,204,10
2020-11-17,Norton,Kansas,995,21
2020-11-17,Osage,Kansas,361,5
2020-11-17,Osborne,Kansas,48,0
2020-11-17,Ottawa,Kansas,169,0
2020-11-17,Pawnee,Kansas,541,1
2020-11-17,Phillips,Kansas,339,10
2020-11-17,Pottawatomie,Kansas,574,0
2020-11-17,Pratt,Kansas,390,1
2020-11-17,Rawlins,Kansas,244,2
2020-11-17,Reno,Kansas,3724,37
2020-11-17,Republic,Kansas,191,1
2020-11-17,Rice,Kansas,284,1
2020-11-17,Riley,Kansas,2987,14
2020-11-17,Rooks,Kansas,261,7
2020-11-17,Rush,Kansas,156,0
2020-11-17,Russell,Kansas,379,8
2020-11-17,Saline,Kansas,1729,17
2020-11-17,Scott,Kansas,360,2
2020-11-17,Sedgwick,Kansas,21255,140
2020-11-17,Seward,Kansas,2566,13
2020-11-17,Shawnee,Kansas,5908,95
2020-11-17,Sheridan,Kansas,274,0
2020-11-17,Sherman,Kansas,356,7
2020-11-17,Smith,Kansas,86,0
2020-11-17,Stafford,Kansas,156,1
2020-11-17,Stanton,Kansas,121,2
2020-11-17,Stevens,Kansas,364,2
2020-11-17,Sumner,Kansas,600,6
2020-11-17,Thomas,Kansas,567,2
2020-11-17,Trego,Kansas,170,3
2020-11-17,Unknown,Kansas,0,49
2020-11-17,Wabaunsee,Kansas,252,1
2020-11-17,Wallace,Kansas,124,0
2020-11-17,Washington,Kansas,217,0
2020-11-17,Wichita,Kansas,96,0
2020-11-17,Wilson,Kansas,220,4
2020-11-17,Woodson,Kansas,48,0
2020-11-17,Wyandotte,Kansas,9971,167
2020-11-17,Adair,Kentucky,807,29
2020-11-17,Allen,Kentucky,631,14
2020-11-17,Anderson,Kentucky,391,1
2020-11-17,Ballard,Kentucky,116,1
2020-11-17,Barren,Kentucky,1743,23
2020-11-17,Bath,Kentucky,205,1
2020-11-17,Bell,Kentucky,1086,18
2020-11-17,Boone,Kentucky,3395,26
2020-11-17,Bourbon,Kentucky,464,1
2020-11-17,Boyd,Kentucky,1052,23
2020-11-17,Boyle,Kentucky,704,0
2020-11-17,Bracken,Kentucky,112,3
2020-11-17,Breathitt,Kentucky,257,3
2020-11-17,Breckinridge,Kentucky,377,3
2020-11-17,Bullitt,Kentucky,2272,21
2020-11-17,Butler,Kentucky,498,16
2020-11-17,Caldwell,Kentucky,440,0
2020-11-17,Calloway,Kentucky,1396,11
2020-11-17,Campbell,Kentucky,2144,20
2020-11-17,Carlisle,Kentucky,156,1
2020-11-17,Carroll,Kentucky,273,6
2020-11-17,Carter,Kentucky,538,4
2020-11-17,Casey,Kentucky,495,18
2020-11-17,Christian,Kentucky,2534,38
2020-11-17,Clark,Kentucky,705,12
2020-11-17,Clay,Kentucky,811,7
2020-11-17,Clinton,Kentucky,405,9
2020-11-17,Crittenden,Kentucky,208,1
2020-11-17,Cumberland,Kentucky,246,0
2020-11-17,Daviess,Kentucky,2787,39
2020-11-17,Edmonson,Kentucky,313,12
2020-11-17,Elliott,Kentucky,518,0
2020-11-17,Estill,Kentucky,382,0
2020-11-17,Fayette,Kentucky,14300,104
2020-11-17,Fleming,Kentucky,250,0
2020-11-17,Floyd,Kentucky,916,5
2020-11-17,Franklin,Kentucky,1135,14
2020-11-17,Fulton,Kentucky,262,3
2020-11-17,Gallatin,Kentucky,172,8
2020-11-17,Garrard,Kentucky,451,4
2020-11-17,Grant,Kentucky,473,6
2020-11-17,Graves,Kentucky,1383,33
2020-11-17,Grayson,Kentucky,768,19
2020-11-17,Green,Kentucky,503,10
2020-11-17,Greenup,Kentucky,967,12
2020-11-17,Hancock,Kentucky,248,8
2020-11-17,Hardin,Kentucky,3342,31
2020-11-17,Harlan,Kentucky,750,15
2020-11-17,Harrison,Kentucky,359,1
2020-11-17,Hart,Kentucky,655,3
2020-11-17,Henderson,Kentucky,1735,37
2020-11-17,Henry,Kentucky,413,3
2020-11-17,Hickman,Kentucky,132,1
2020-11-17,Hopkins,Kentucky,1516,45
2020-11-17,Jackson,Kentucky,581,17
2020-11-17,Jefferson,Kentucky,31534,449
2020-11-17,Jessamine,Kentucky,1405,27
2020-11-17,Johnson,Kentucky,612,2
2020-11-17,Kenton,Kentucky,4155,52
2020-11-17,Knott,Kentucky,470,9
2020-11-17,Knox,Kentucky,1046,10
2020-11-17,Larue,Kentucky,491,2
2020-11-17,Laurel,Kentucky,2077,11
2020-11-17,Lawrence,Kentucky,286,1
2020-11-17,Lee,Kentucky,570,11
2020-11-17,Leslie,Kentucky,172,1
2020-11-17,Letcher,Kentucky,418,2
2020-11-17,Lewis,Kentucky,422,18
2020-11-17,Lincoln,Kentucky,494,20
2020-11-17,Livingston,Kentucky,218,2
2020-11-17,Logan,Kentucky,1035,33
2020-11-17,Lyon,Kentucky,161,5
2020-11-17,Madison,Kentucky,3087,16
2020-11-17,Magoffin,Kentucky,332,1
2020-11-17,Marion,Kentucky,763,12
2020-11-17,Marshall,Kentucky,755,9
2020-11-17,Martin,Kentucky,337,5
2020-11-17,Mason,Kentucky,288,2
2020-11-17,McCracken,Kentucky,1954,12
2020-11-17,McCreary,Kentucky,363,1
2020-11-17,McLean,Kentucky,322,11
2020-11-17,Meade,Kentucky,643,4
2020-11-17,Menifee,Kentucky,108,1
2020-11-17,Mercer,Kentucky,532,6
2020-11-17,Metcalfe,Kentucky,327,2
2020-11-17,Monroe,Kentucky,610,6
2020-11-17,Montgomery,Kentucky,732,8
2020-11-17,Morgan,Kentucky,230,0
2020-11-17,Muhlenberg,Kentucky,1216,20
2020-11-17,Nelson,Kentucky,1722,5
2020-11-17,Nicholas,Kentucky,146,3
2020-11-17,Ohio,Kentucky,801,14
2020-11-17,Oldham,Kentucky,1811,30
2020-11-17,Owen,Kentucky,161,3
2020-11-17,Owsley,Kentucky,144,1
2020-11-17,Pendleton,Kentucky,235,1
2020-11-17,Perry,Kentucky,790,10
2020-11-17,Pike,Kentucky,1480,11
2020-11-17,Powell,Kentucky,324,0
2020-11-17,Pulaski,Kentucky,1548,13
2020-11-17,Robertson,Kentucky,63,2
2020-11-17,Rockcastle,Kentucky,451,5
2020-11-17,Rowan,Kentucky,604,2
2020-11-17,Russell,Kentucky,577,10
2020-11-17,Scott,Kentucky,1452,20
2020-11-17,Shelby,Kentucky,1893,25
2020-11-17,Simpson,Kentucky,506,9
2020-11-17,Spencer,Kentucky,504,1
2020-11-17,Taylor,Kentucky,887,8
2020-11-17,Todd,Kentucky,358,13
2020-11-17,Trigg,Kentucky,323,1
2020-11-17,Trimble,Kentucky,134,0
2020-11-17,Union,Kentucky,625,6
2020-11-17,Warren,Kentucky,6396,61
2020-11-17,Washington,Kentucky,406,4
2020-11-17,Wayne,Kentucky,538,3
2020-11-17,Webster,Kentucky,476,6
2020-11-17,Whitley,Kentucky,1230,8
2020-11-17,Wolfe,Kentucky,138,1
2020-11-17,Woodford,Kentucky,560,0
2020-11-17,Acadia,Louisiana,3587,112
2020-11-17,Allen,Louisiana,1981,67
2020-11-17,Ascension,Louisiana,5068,103
2020-11-17,Assumption,Louisiana,936,25
2020-11-17,Avoyelles,Louisiana,1942,67
2020-11-17,Beauregard,Louisiana,1223,47
2020-11-17,Bienville,Louisiana,693,37
2020-11-17,Bossier,Louisiana,5295,141
2020-11-17,Caddo,Louisiana,11705,427
2020-11-17,Calcasieu,Louisiana,9664,239
2020-11-17,Caldwell,Louisiana,517,5
2020-11-17,Cameron,Louisiana,268,3
2020-11-17,Catahoula,Louisiana,533,17
2020-11-17,Claiborne,Louisiana,696,29
2020-11-17,Concordia,Louisiana,804,24
2020-11-17,De Soto,Louisiana,1142,37
2020-11-17,East Baton Rouge,Louisiana,18125,488
2020-11-17,East Carroll,Louisiana,648,6
2020-11-17,East Feliciana,Louisiana,2015,83
2020-11-17,Evangeline,Louisiana,1668,41
2020-11-17,Franklin,Louisiana,1530,55
2020-11-17,Grant,Louisiana,637,32
2020-11-17,Iberia,Louisiana,3392,103
2020-11-17,Iberville,Louisiana,1684,62
2020-11-17,Jackson,Louisiana,1038,25
2020-11-17,Jefferson,Louisiana,20357,621
2020-11-17,Jefferson Davis,Louisiana,1521,47
2020-11-17,LaSalle,Louisiana,778,16
2020-11-17,Lafayette,Louisiana,10680,143
2020-11-17,Lafourche,Louisiana,4342,135
2020-11-17,Lincoln,Louisiana,2169,54
2020-11-17,Livingston,Louisiana,5168,87
2020-11-17,Madison,Louisiana,970,12
2020-11-17,Morehouse,Louisiana,1083,30
2020-11-17,Natchitoches,Louisiana,1793,40
2020-11-17,Orleans,Louisiana,14711,644
2020-11-17,Ouachita,Louisiana,8473,194
2020-11-17,Plaquemines,Louisiana,1022,19
2020-11-17,Pointe Coupee,Louisiana,1258,48
2020-11-17,Rapides,Louisiana,5699,179
2020-11-17,Red River,Louisiana,545,26
2020-11-17,Richland,Louisiana,1190,24
2020-11-17,Sabine,Louisiana,1249,18
2020-11-17,St. Bernard,Louisiana,1688,34
2020-11-17,St. Charles,Louisiana,2294,70
2020-11-17,St. Helena,Louisiana,496,4
2020-11-17,St. James,Louisiana,920,40
2020-11-17,St. John the Baptist,Louisiana,1816,114
2020-11-17,St. Landry,Louisiana,4355,143
2020-11-17,St. Martin,Louisiana,2496,70
2020-11-17,St. Mary,Louisiana,2239,94
2020-11-17,St. Tammany,Louisiana,9020,284
2020-11-17,Tangipahoa,Louisiana,5881,137
2020-11-17,Tensas,Louisiana,202,3
2020-11-17,Terrebonne,Louisiana,4205,132
2020-11-17,Union,Louisiana,1298,56
2020-11-17,Unknown,Louisiana,316,0
2020-11-17,Vermilion,Louisiana,2347,71
2020-11-17,Vernon,Louisiana,1256,61
2020-11-17,Washington,Louisiana,2061,74
2020-11-17,Webster,Louisiana,1715,48
2020-11-17,West Baton Rouge,Louisiana,1170,43
2020-11-17,West Carroll,Louisiana,473,18
2020-11-17,West Feliciana,Louisiana,783,25
2020-11-17,Winn,Louisiana,855,23
2020-11-17,Androscoggin,Maine,1231,14
2020-11-17,Aroostook,Maine,88,1
2020-11-17,Cumberland,Maine,3330,70
2020-11-17,Franklin,Maine,163,2
2020-11-17,Hancock,Maine,177,1
2020-11-17,Kennebec,Maine,603,13
2020-11-17,Knox,Maine,172,2
2020-11-17,Lincoln,Maine,113,1
2020-11-17,Oxford,Maine,248,2
2020-11-17,Penobscot,Maine,516,7
2020-11-17,Piscataquis,Maine,24,0
2020-11-17,Sagadahoc,Maine,122,0
2020-11-17,Somerset,Maine,361,12
2020-11-17,Unknown,Maine,5,0
2020-11-17,Waldo,Maine,194,16
2020-11-17,Washington,Maine,156,0
2020-11-17,York,Maine,1860,25
2020-11-17,Allegany,Maryland,1771,35
2020-11-17,Anne Arundel,Maryland,14492,288
2020-11-17,Baltimore,Maryland,24921,695
2020-11-17,Baltimore city,Maryland,21205,531
2020-11-17,Calvert,Maryland,1389,30
2020-11-17,Caroline,Maryland,823,9
2020-11-17,Carroll,Maryland,2783,131
2020-11-17,Cecil,Maryland,1670,37
2020-11-17,Charles,Maryland,3792,104
2020-11-17,Dorchester,Maryland,918,14
2020-11-17,Frederick,Maryland,5711,141
2020-11-17,Garrett,Maryland,328,1
2020-11-17,Harford,Maryland,4832,87
2020-11-17,Howard,Maryland,6951,132
2020-11-17,Kent,Maryland,378,26
2020-11-17,Montgomery,Maryland,29612,915
2020-11-17,Prince George's,Maryland,37168,894
2020-11-17,Queen Anne's,Maryland,938,27
2020-11-17,Somerset,Maryland,575,8
2020-11-17,St. Mary's,Maryland,1771,60
2020-11-17,Talbot,Maryland,719,7
2020-11-17,Unknown,Maryland,0,22
2020-11-17,Washington,Maryland,3112,54
2020-11-17,Wicomico,Maryland,2956,55
2020-11-17,Worcester,Maryland,1378,32
2020-11-17,Barnstable,Massachusetts,2374,188
2020-11-17,Berkshire,Massachusetts,1101,52
2020-11-17,Bristol,Massachusetts,16397,807
2020-11-17,Dukes,Massachusetts,194,0
2020-11-17,Essex,Massachusetts,29558,1395
2020-11-17,Franklin,Massachusetts,555,75
2020-11-17,Hampden,Massachusetts,13318,859
2020-11-17,Hampshire,Massachusetts,1918,160
2020-11-17,Middlesex,Massachusetts,39117,2360
2020-11-17,Nantucket,Massachusetts,252,2
2020-11-17,Norfolk,Massachusetts,14064,1151
2020-11-17,Plymouth,Massachusetts,13146,874
2020-11-17,Suffolk,Massachusetts,33366,1210
2020-11-17,Unknown,Massachusetts,6693,7
2020-11-17,Worcester,Massachusetts,20911,1220
2020-11-17,Alcona,Michigan,109,3
2020-11-17,Alger,Michigan,195,2
2020-11-17,Allegan,Michigan,2945,17
2020-11-17,Alpena,Michigan,362,16
2020-11-17,Antrim,Michigan,286,3
2020-11-17,Arenac,Michigan,256,6
2020-11-17,Baraga,Michigan,346,5
2020-11-17,Barry,Michigan,1508,10
2020-11-17,Bay,Michigan,3186,79
2020-11-17,Benzie,Michigan,242,3
2020-11-17,Berrien,Michigan,4979,103
2020-11-17,Branch,Michigan,2545,44
2020-11-17,Calhoun,Michigan,4974,105
2020-11-17,Cass,Michigan,1733,27
2020-11-17,Charlevoix,Michigan,393,5
2020-11-17,Cheboygan,Michigan,344,15
2020-11-17,Chippewa,Michigan,590,2
2020-11-17,Clare,Michigan,564,22
2020-11-17,Clinton,Michigan,2193,18
2020-11-17,Crawford,Michigan,247,5
2020-11-17,Delta,Michigan,2108,55
2020-11-17,Dickinson,Michigan,1391,30
2020-11-17,Eaton,Michigan,2270,24
2020-11-17,Emmet,Michigan,772,22
2020-11-17,Genesee,Michigan,11179,378
2020-11-17,Gladwin,Michigan,538,7
2020-11-17,Gogebic,Michigan,664,19
2020-11-17,Grand Traverse,Michigan,1389,17
2020-11-17,Gratiot,Michigan,1182,21
2020-11-17,Hillsdale,Michigan,1141,32
2020-11-17,Houghton,Michigan,1326,10
2020-11-17,Huron,Michigan,499,11
2020-11-17,Ingham,Michigan,7038,90
2020-11-17,Ionia,Michigan,2396,13
2020-11-17,Iosco,Michigan,522,19
2020-11-17,Iron,Michigan,633,32
2020-11-17,Isabella,Michigan,1922,17
2020-11-17,Jackson,Michigan,5343,106
2020-11-17,Kalamazoo,Michigan,7654,147
2020-11-17,Kalkaska,Michigan,264,4
2020-11-17,Kent,Michigan,25705,257
2020-11-17,Keweenaw,Michigan,47,1
2020-11-17,Lake,Michigan,142,1
2020-11-17,Lapeer,Michigan,2008,52
2020-11-17,Leelanau,Michigan,282,2
2020-11-17,Lenawee,Michigan,2565,26
2020-11-17,Livingston,Michigan,3979,38
2020-11-17,Luce,Michigan,562,0
2020-11-17,Mackinac,Michigan,228,0
2020-11-17,Macomb,Michigan,29309,1179
2020-11-17,Manistee,Michigan,277,5
2020-11-17,Marquette,Michigan,3091,23
2020-11-17,Mason,Michigan,472,8
2020-11-17,Mecosta,Michigan,972,7
2020-11-17,Menominee,Michigan,1096,11
2020-11-17,Midland,Michigan,2297,18
2020-11-17,Missaukee,Michigan,213,2
2020-11-17,Monroe,Michigan,3754,55
2020-11-17,Montcalm,Michigan,1379,19
2020-11-17,Montmorency,Michigan,94,1
2020-11-17,Muskegon,Michigan,6512,126
2020-11-17,Newaygo,Michigan,1203,10
2020-11-17,Oakland,Michigan,36983,1285
2020-11-17,Oceana,Michigan,970,9
2020-11-17,Ogemaw,Michigan,322,9
2020-11-17,Ontonagon,Michigan,246,7
2020-11-17,Osceola,Michigan,368,2
2020-11-17,Oscoda,Michigan,100,2
2020-11-17,Otsego,Michigan,584,15
2020-11-17,Ottawa,Michigan,10394,107
2020-11-17,Presque Isle,Michigan,168,2
2020-11-17,Roscommon,Michigan,399,7
2020-11-17,Saginaw,Michigan,6693,182
2020-11-17,Sanilac,Michigan,448,10
2020-11-17,Schoolcraft,Michigan,156,2
2020-11-17,Shiawassee,Michigan,1429,35
2020-11-17,St. Clair,Michigan,3140,74
2020-11-17,St. Joseph,Michigan,2095,28
2020-11-17,Tuscola,Michigan,1286,43
2020-11-17,Unknown,Michigan,2322,4
2020-11-17,Van Buren,Michigan,2085,25
2020-11-17,Washtenaw,Michigan,8428,135
2020-11-17,Wayne,Michigan,52984,3134
2020-11-17,Wexford,Michigan,421,11
2020-11-17,Aitkin,Minnesota,537,13
2020-11-17,Anoka,Minnesota,16981,193
2020-11-17,Becker,Minnesota,1404,4
2020-11-17,Beltrami,Minnesota,1584,13
2020-11-17,Benton,Minnesota,2187,32
2020-11-17,Big Stone,Minnesota,245,1
2020-11-17,Blue Earth,Minnesota,3270,11
2020-11-17,Brown,Minnesota,879,6
2020-11-17,Carlton,Minnesota,1228,8
2020-11-17,Carver,Minnesota,3349,9
2020-11-17,Cass,Minnesota,996,8
2020-11-17,Chippewa,Minnesota,683,7
2020-11-17,Chisago,Minnesota,2398,4
2020-11-17,Clay,Minnesota,3902,50
2020-11-17,Clearwater,Minnesota,345,3
2020-11-17,Cook,Minnesota,46,0
2020-11-17,Cottonwood,Minnesota,545,0
2020-11-17,Crow Wing,Minnesota,2603,25
2020-11-17,Dakota,Minnesota,16469,160
2020-11-17,Dodge,Minnesota,688,0
2020-11-17,Douglas,Minnesota,1794,18
2020-11-17,Faribault,Minnesota,404,0
2020-11-17,Fillmore,Minnesota,500,0
2020-11-17,Freeborn,Minnesota,1168,5
2020-11-17,Goodhue,Minnesota,1437,21
2020-11-17,Grant,Minnesota,189,5
2020-11-17,Hennepin,Minnesota,52689,1055
2020-11-17,Houston,Minnesota,514,2
2020-11-17,Hubbard,Minnesota,806,15
2020-11-17,Isanti,Minnesota,1349,11
